"Version","Variable Order","Class","Dataset Name","Variable Name","Variable Label","Type","CDISC CT Codelist Code(s)","Described Value Domain(s)","Value List","Role","CDISC Notes","Core"
"SDTMIG v3.2","15","Findings","PC","PCSTRESN","Numeric Result/Finding in Standard Units","Num","",,"","Result Qualifier","Used for continuous or numeric results or findings in standard format; copied in numeric format from PCSTRESC. PCSTRESN should store all numeric test results or findings.","Exp"
"SDTMIG v3.2","16","Findings","PC","PCSTRESU","Standard Units","Char","C71620",,"","Variable Qualifier","Standardized unit used for PCSTRESC and PCSTRESN.","Exp"
"SDTMIG v3.2","17","Findings","PC","PCSTAT","Completion Status","Char","C66789",,"","Record Qualifier","Used to indicate a result was not obtained. Should be null if a result exists in PCORRES.","Perm"
"SDTMIG v3.2","18","Findings","PC","PCREASND","Reason Test Not Done","Char","",,"","Record Qualifier","Describes why a result was not obtained such as SPECIMEN LOST. Used in conjunction with PCSTAT when value is NOT DONE.","Perm"
"SDTMIG v3.2","19","Findings","PC","PCNAM","Vendor Name","Char","",,"","Record Qualifier","Name or identifier of the laboratory or vendor who provides the test results.","Exp"
"SDTMIG v3.2","20","Findings","PC","PCSPEC","Specimen Material Type","Char","C78734",,"","Record Qualifier","Defines the type of specimen used for a measurement. Examples: SERUM, PLASMA, URINE.","Exp"
"SDTMIG v3.2","21","Findings","PC","PCSPCCND","Specimen Condition","Char","C78733",,"","Record Qualifier","Free or standardized text describing the condition of the specimen e.g. HEMOLYZED, ICTERIC, LIPEMIC etc.","Perm"
"SDTMIG v3.2","22","Findings","PC","PCMETHOD","Method of Test or Examination","Char","C85492",,"","Record Qualifier","Method of the test or examination. Examples include HPLC/MS, ELISA. This should contain sufficient information and granularity to allow differentiation of various methods that might have been used within a study.","Perm"
"SDTMIG v3.2","23","Findings","PC","PCFAST","Fasting Status","Char","C66742",,"","Record Qualifier","Indicator used to identify fasting status.","Perm"
"SDTMIG v3.2","24","Findings","PC","PCDRVFL","Derived Flag","Char","C66742",,"","Record Qualifier","Used to indicate a derived record. The value should be Y or null. Records that represent the average of other records, which do not come from the CRF, are examples of records that would be derived for the submission datasets. If PCDRVFL=Y, then PCORRES may be null with PCSTRESC, and (if numeric) PCSTRESN having the derived value.","Perm"
"SDTMIG v3.2","25","Findings","PC","PCLLOQ","Lower Limit of Quantitation","Num","",,"","Variable Qualifier","Indicates the lower limit of quantitation for an assay. Units should be those used in PCSTRESU.","Exp"
"SDTMIG v3.2","26","Findings","PC","PCULOQ","Upper Limit of Quantitation","Num","",,"","Variable Qualifier","Indicates the upper limit of quantitation for an assay. Units should be those used in PCSTRESU.","Perm"
"SDTMIG v3.2","27","Findings","PC","VISITNUM","Visit Number","Num","",,"","Timing","1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.","Exp"
"SDTMIG v3.2","28","Findings","PC","VISIT","Visit Name","Char","",,"","Timing","1. Protocol-defined description of clinical encounter 2. May be used in addition to VISITNUM and/or VISITDY","Perm"
"SDTMIG v3.2","29","Findings","PC","VISITDY","Planned Study Day of Visit","Num","",,"","Timing","Planned study day of the visit based upon RFSTDTC in Demographics.","Perm"
"SDTMIG v3.2","30","Findings","PC","PCDTC","Date/Time of Specimen Collection","Char","","ISO 8601","","Timing","Date/time of specimen collection represented in ISO 8601 character format. If there is no end time, then this will be the collection time.","Exp"
"SDTMIG v3.2","31","Findings","PC","PCENDTC","End Date/Time of Specimen Collection","Char","","ISO 8601","","Timing","End date/time of specimen collection represented in ISO 8601 character format. If there is no end time, the collection time should be stored in PCDTC, and PCENDTC should be null.","Perm"
"SDTMIG v3.2","32","Findings","PC","PCDY","Actual Study Day of Specimen Collection","Num","",,"","Timing","1. Study day of specimen collection, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.","Perm"
"SDTMIG v3.2","33","Findings","PC","PCTPT","Planned Time Point Name","Char","",,"","Timing","1. Text Description of time when specimen should be taken. 2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See PCTPTNUM and PCTPTREF. Examples: Start, 5 min post.","Perm"
"SDTMIG v3.2","34","Findings","PC","PCTPTNUM","Planned Time Point Number","Num","",,"","Timing","Numerical version of PCTPT to aid in sorting.","Perm"
"SDTMIG v3.2","35","Findings","PC","PCELTM","Planned Elapsed Time from Time Point Ref","Char","","ISO 8601","","Timing","Planned elapsed time (in ISO 8601) relative to a planned fixed reference (PCTPTREF) such as ""PREVIOUS DOSE"" or ""PREVIOUS MEAL"". This variable is useful where there are repetitive measures. Not a clock time or a date time variable.","Perm"
"SDTMIG v3.2","36","Findings","PC","PCTPTREF","Time Point Reference","Char","",,"","Timing","Name of the fixed reference point used as a basis for PCTPT, PCTPTNUM, and PCELTM. Example: Most Recent Dose.","Perm"
"SDTMIG v3.2","37","Findings","PC","PCRFTDTC","Date/Time of Reference Point","Char","","ISO 8601","","Timing","Date/time of the reference time point described by PCTPTREF.","Perm"
"SDTMIG v3.2","38","Findings","PC","PCEVLINT","Evaluation Interval","Char","","ISO 8601","","Timing","Evaluation Interval associated with a PCTEST record represented in ISO 8601 character format. Example: ""-P2H"" to represent an interval of 2 hours prior to a PCTPT.","Perm"
"SDTMIG v3.2","1","Findings","PP","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Findings","PP","DOMAIN","Domain Abbreviation","Char","",,"PP","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Findings","PP","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Unique subject identifier within the submission.","Req"
"SDTMIG v3.2","4","Findings","PP","PPSEQ","Sequence Number","Num","",,"","Identifier","Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
"SDTMIG v3.2","5","Findings","PP","PPGRPID","Group ID","Char","",,"","Identifier","Used to tie together a block of related records in a single domain to support relationships within the domain and between domains.","Perm"
"SDTMIG v3.2","6","Findings","PP","PPTESTCD","Parameter Short Name","Char","C85839",,"","Topic","Short name of the pharmacokinetic parameter. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in PPTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST""). PPTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: AUCALL, TMAX, CMAX.","Req"
"SDTMIG v3.2","7","Findings","PP","PPTEST","Parameter Name","Char","C85493",,"","Synonym Qualifier","Name of the pharmacokinetic parameter. The value in PPTEST cannot be longer than 40 characters. Examples: AUC All, Time of CMAX, Max Conc.","Req"
"SDTMIG v3.2","8","Findings","PP","PPCAT","Parameter Category","Char","",,"","Grouping Qualifier","Used to define a category of related records. For PP, this should be the name of the analyte in PCTEST whose profile the parameter is associated with.","Exp"
"SDTMIG v3.2","9","Findings","PP","PPSCAT","Parameter Subcategory","Char","",,"","Grouping Qualifier","Categorization of the model type used to calculate the PK parameters. Examples include COMPARTMENTAL, NON-COMPARTMENTAL.","Perm"
"SDTMIG v3.2","10","Findings","PP","PPORRES","Result or Finding in Original Units","Char","",,"","Result Qualifier","Result of the measurement or finding as originally received or collected.","Exp"
"SDTMIG v3.2","11","Findings","PP","PPORRESU","Original Units","Char","C85494",,"","Variable Qualifier","Original units in which the data were collected. The unit for PPORRES. Example: ng/L.","Exp"
"SDTMIG v3.2","12","Findings","PP","PPSTRESC","Character Result/Finding in Standard Format","Char","",,"","Result Qualifier","Contains the result value for all findings, copied or derived from PPORRES in a standard format or standard units. PPSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in PPSTRESN.","Exp"
"SDTMIG v3.2","13","Findings","PP","PPSTRESN","Numeric Result/Finding in Standard Units","Num","",,"","Result Qualifier","Used for continuous or numeric results or findings in standard format; copied in numeric format from PPSTRESC. PPSTRESN should store all numeric test results or findings.","Exp"
"SDTMIG v3.2","14","Findings","PP","PPSTRESU","Standard Units","Char","C85494",,"","Variable Qualifier","Standardized unit used for PPSTRESC and PPSTRESN.","Exp"
"SDTMIG v3.2","15","Findings","PP","PPSTAT","Completion Status","Char","C66789",,"","Record Qualifier","Used to indicate that a parameter was not calculated. Should be null if a result exists in PPORRES.","Perm"
"SDTMIG v3.2","16","Findings","PP","PPREASND","Reason Parameter Not Calculated","Char","",,"","Record Qualifier","Describes why a parameter was not calculated, such as INSUFFICIENT DATA. Used in conjunction with PPSTAT when value is NOT DONE.","Perm"
"SDTMIG v3.2","17","Findings","PP","PPSPEC","Specimen Material Type","Char","C78734",,"","Record Qualifier","Defines the type of specimen used for a measurement. If multiple specimen types are used for a calculation (e.g., serum and urine for renal clearance), then this field should be left blank. Examples: SERUM, PLASMA, URINE.","Exp"
"SDTMIG v3.2","18","Findings","PP","PPDTC","Date/Time of Parameter Calculations","Char","","ISO 8601","","Timing","Nominal date/time of parameter calculations.","Perm"
"SDTMIG v3.2","19","Findings","PP","PPRFTDTC","Date/Time of Reference Point","Char","","ISO 8601","","Timing","Date/time of the reference time point from the PC records used to calculate a parameter record. The values in PPRFTDTC should be the same as that in PCRFTDTC for related records.","Exp"
"SDTMIG v3.2","20","Findings","PP","PPSTINT","Planned Start of Assessment Interval","Char","","ISO 8601","","Timing","The start of a planned evaluation or assessment interval relative to the Time Point Reference.","Perm"
"SDTMIG v3.2","21","Findings","PP","PPENINT","Planned End of Assessment Interval","Char","","ISO 8601","","Timing","The end of a planned evaluation or assessment interval relative to the Time Point Reference.","Perm"
"SDTMIG v3.2","1","Findings","PE","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Findings","PE","DOMAIN","Domain Abbreviation","Char","",,"PE","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Findings","PE","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SDTMIG v3.2","4","Findings","PE","PESEQ","Sequence Number","Num","",,"","Identifier","Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
"SDTMIG v3.2","5","Findings","PE","PEGRPID","Group ID","Char","",,"","Identifier","Used to tie together a block of related records in a single domain for a subject.","Perm"
"SDTMIG v3.2","6","Findings","PE","PESPID","Sponsor-Defined Identifier","Char","",,"","Identifier","Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a CRF.","Perm"
"SDTMIG v3.2","7","Findings","PE","PETESTCD","Body System Examined Short Name","Char","",,"","Topic","Short name of the measurement, test, or examination described in PETEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in PETESTCD cannot be longer than 8 characters, nor can it start with a number (e.g.""1TEST""). PETESTCD cannot contain characters other than letters, numbers, or underscores.","Req"
"SDTMIG v3.2","8","Findings","PE","PETEST","Body System Examined","Char","",,"","Synonym Qualifier","Verbatim term part of the body examined. The value in PETEST cannot be longer than 40 characters. Examples: Cardiovascular and Respiratory. For subject-level exam, value should be ""Physical Examination"".","Req"
"SDTMIG v3.2","9","Findings","PE","PEMODIFY","Modified Reported Term","Char","",,"","Synonym Qualifier","If PEORRES is modified as part of a defined procedure, then PEMODIFY will contain the modified text.","Perm"
